,community,viewpoint,alpha,rho,beta,gamma,normalized_alpha,normalized_rho,normalized_beta,rho_hat,beta_hat
19,4,1.0,1851.685613097085,253.98484398694936,0.0039372428067061494,7.2905358604477595,5.925393961910675,0.8127515007582382,1.2303883770956714,21.08207033224578,-0.07906798695940166
20,5,1.0,1096.7638824436801,136.57829333092857,0.007321807701733427,8.0302942414592,7.019288847639566,0.8741010773179444,1.144032453395846,11.298191110910714,-0.07540137498978879
21,6,1.0,613.8223918257056,75.59701229616594,0.013228035998067043,8.119664695490036,7.8569266153690585,0.9676417573909267,1.0334403123489848,6.216417691347162,-0.06900296100209403
22,7,1.0,309.88532005209,39.16916071119134,0.025530289182690655,7.911461834400521,7.933064193333516,1.0027305142064975,0.9972769211988545,3.180763392599278,-0.05567552005208513
23,8,1.0,139.8852562516358,18.797361470346896,0.05319895569266539,7.441749549387895,7.162125120083735,0.9624249072817627,1.0390421033723691,1.4831134558622414,-0.025701131332945836
24,9,1.0,72.50256836892405,9.703797665829516,0.10305243724540462,7.471566376969181,7.424263000977839,0.9936688809809455,1.0063714574746514,0.7253164721524596,0.02830680701585501
25,10,1.0,36.46870209520728,4.845585444633714,0.20637341172209828,7.526170472464793,7.4687901890984305,0.9923758990609786,1.0076826744243141,0.32046545371947616,0.14023786269893979
26,11,1.0,18.469290680694154,2.440827168664828,0.40969717677594364,7.566816248934626,7.565021462812297,0.9997628082851139,1.0002372479881432,0.12006893072206899,0.3605052748406056
27,12,1.0,41.7618638901053,5.506441867942272,0.18160547663671142,7.584183197000082,7.5588973641090265,0.9966659780975526,1.0033451747884596,0.3755368223285227,0.11340593302310405
28,metacommunity,inf,7.57521044126024,1.9872448979591837,0.001194751525467102,3.1117287479109392,1.8181818181818181,0.09653286667951325,1.1122142082119726,0.08227040816326531,-0.08203901918074398
29,0,inf,9090.90909090909,836.9941185963653,0.001194751525467102,5.567400609798963,1.8181818181818181,0.16739882371927306,5.973757627335511,69.66617654969711,-0.08203901918074398
30,1,inf,7142.857142857143,598.5450040515743,0.0016707181468911465,8.311591145839351,2.857142857142857,0.23941800162062973,4.176795367227866,49.79541700429786,-0.08152338867420127
31,2,inf,4718.911761165282,440.85206323614045,0.0022683346260406506,3.8094268638355824,3.7751294089322256,0.3526816505889124,2.835418282550813,36.6543386030117,-0.0808759708217893
32,3,inf,2131.4352092138106,257.5580519594208,0.0038826198303346135,5.91939017984957,3.4102963347420974,0.4120928831350732,2.426637393959134,21.37983766328507,-0.07912716185047083
33,4,inf,924.7112158428874,175.43704103532252,0.005700050537210439,3.8930164886816585,2.9590758906972408,0.5613985313130321,1.7812657928782623,14.536420086276877,-0.0771582785846887
34,5,inf,505.5983271312092,15.083260418673941,0.06629866303720001,3.2993086602866013,3.2358292936397395,0.09653286667951325,10.359166099562499,1.173605034889495,-0.01150978170969999
35,6,inf,259.10603754430366,39.90919232026502,0.025056883937293356,3.1431527023682513,3.3165572805670847,0.5108376616993928,1.9575690576010414,3.2424326933554184,-0.05618837573459886
36,7,inf,131.56632609809358,19.261594714635272,0.05191678128499837,3.1741495471686694,3.3680979481111932,0.49309682469466287,2.027999268945249,1.5217995595529394,-0.027090153607918433
37,8,inf,59.259483319910096,11.429521372695033,0.08749272759478678,3.15930691998312,3.0340855459793956,0.5851914942819858,1.708842335835679,0.8691267810579194,0.01145045489435235
38,9,inf,31.890920696335268,8.780345483717104,0.11389073492090612,3.1842871104292225,3.26563027930473,0.8991073775326325,1.1122142082119726,0.648362123643092,0.04004829616431497
39,10,inf,15.128607963605344,3.7647418934915415,0.2656224591993392,3.1117287479109392,3.0983389109463726,0.7710191397870678,1.2969846640592733,0.23039515779096179,0.20442433079928413
40,11,inf,7.57521044126024,1.9872448979591837,0.503209242618742,3.119028270324993,3.10280619674019,0.8139755102040818,1.2285381899871628,0.08227040816326531,0.4618100128369705
41,12,inf,17.11209907175915,1.9872448979591837,0.503209242618742,3.1416948881490177,3.0972899319884055,0.35969132653061237,2.7801615614295128,0.08227040816326531,0.4618100128369705
