,community,viewpoint,alpha,rho,beta,gamma,normalized_alpha,normalized_rho,normalized_beta,rho_hat,beta_hat
14,metacommunity,1.0,36.92143795093713,4.949481117272274,0.20204138096623614,7.459658310866552,7.4066211639184365,0.9928901372237339,1.007160774903199,0.30094221544424055,
15,0,1.0,8750.0,1406.821783836223,0.0007108220895422361,6.219693283494566,1.7500000000000002,0.2813643567672446,3.5541104477111807,117.15181531968524,-0.08256327606966259
16,1,1.0,8568.933288235643,929.3486716130388,0.0010760224128413872,9.220364272284199,3.4275733152942576,0.3717394686452155,2.690056032103468,77.36238930108657,-0.0821676423860885
17,2,1.0,4733.703423580328,682.6804609579142,0.0014648141512602158,6.9339957627294,3.7869627388642635,0.5461443687663311,1.8310176890752707,56.80670507982618,-0.08174645133613477
18,3,1.0,2578.793445122268,418.5193350650598,0.00238937586920458,6.16170682943809,4.126069512195629,0.6696309361040959,1.4933599182528619,34.793277922088315,-0.08074484280836171
19,4,1.0,1808.008094601295,259.49397396061113,0.0038536540357264368,6.96743769038635,5.785625902724154,0.8303807166739556,1.2042668861645114,21.541164496717595,-0.07915854146129636
20,5,1.0,1113.411378216503,146.3332699646935,0.006833715943348185,7.608737086823387,7.125832820585628,0.9365329277740403,1.0677681161481516,12.111105830391125,-0.0759301410613728
21,6,1.0,562.1975897767296,74.92063253342421,0.013347458052411287,7.503908746711644,7.196129149142168,0.9589840964278317,1.0427701603446298,6.160052711118684,-0.06887358710988777
22,7,1.0,289.2410283987157,38.49328345130214,0.0259785580844279,7.514064856655719,7.404570327007151,0.9854280563533339,1.0147874251729658,3.1244402876085116,-0.05518989540853644
23,8,1.0,139.4752338794375,18.994316656014416,0.05264732699311702,7.342998245492229,7.141131974627221,0.9725090127879382,1.0282681053343168,1.4995263880012013,-0.026298729090789896
24,9,1.0,74.00424405010973,9.767294364988206,0.1023824984311515,7.5767394003589565,7.578034590731283,1.0001709429747974,0.999829086241709,0.7306078637490172,0.027581039967080796
25,10,1.0,36.54028048429554,4.874035557399907,0.20516879456937281,7.496925300189703,7.483449443183728,0.998202482155496,1.0018007547332706,0.32283629644999223,0.1389328607834872
26,11,1.0,17.93374886610151,2.427658769730746,0.4119195055205024,7.3872609650534296,7.3456635355551345,0.9943690320817138,1.0056628552746638,0.11897156414422883,0.3629127976472109
27,12,1.0,41.8999536473045,5.544958799941017,0.18034399101588225,7.556404864135327,7.583891610162082,1.0036375427893225,0.9963756409717267,0.3787465666617514,0.1120393236005391
28,metacommunity,inf,7.580684563195291,1.5055664702030125,0.0010412842966633364,3.0991538652461554,1.75,0.16105232627306668,1.3606810571777306,0.04213053918358437,-0.08220527534528138
29,0,inf,8750.0,960.352521597006,0.0010412842966633364,4.245810092644495,1.75,0.1920705043194012,5.206421483316682,79.94604346641717,-0.08220527534528138
30,1,inf,8045.977011494253,402.6308156826667,0.002483664838977823,3.874134752525272,3.218390804597701,0.16105232627306668,6.209162097444558,33.469234640222226,-0.08064269642444069
31,2,inf,3018.539419675167,607.5617143348721,0.0016459233299365307,4.247843499775176,2.414831535740134,0.48604937146789773,2.057404162420663,50.546809527906014,-0.0815502497259021
32,3,inf,1898.1212473368196,264.29244673361296,0.0037836873976497907,3.384106178505382,3.0369939957389116,0.4228679147737806,2.36480462353112,21.94103722780108,-0.07923433865254606
33,4,inf,963.5221752704347,201.77847629098414,0.004955929980152605,3.4862010839810895,3.0832709608653905,0.6456911241311498,1.5487281187976878,16.731539690915344,-0.07796440918816801
34,5,inf,498.49479653151485,97.49069859735823,0.010257388801059404,3.413764486330419,3.1903666978016956,0.6239404710230936,1.6027170001655295,8.040891549779852,-0.07222116213218564
35,6,inf,269.5231742407583,41.567445893805825,0.0240572875840085,3.4636513647765614,3.4498966302817062,0.5320633074407144,1.8794755925006648,3.3806204911504856,-0.057271271783990794
36,7,inf,135.73205822368269,28.580056430875203,0.034989434062827604,3.359285596991924,3.4747406905262728,0.7316494446304052,1.3667747680792035,2.298338035906267,-0.04542811309860343
37,8,inf,63.588373814889735,14.35402506485313,0.06966687012749981,3.251956381837872,3.2557247393223525,0.7349260833204803,1.3606810571777306,1.112835422071094,-0.007860890695208539
38,9,inf,30.149184785232933,5.683662213144928,0.17594289781810804,3.117442619579429,3.0872765220078504,0.582007010626041,1.7181923615049606,0.390305184428744,0.10727147263628371
39,10,inf,15.476367151755815,1.9642857142857142,0.5090909090909091,3.1838628784708427,3.169559992679589,0.4022857142857144,2.4857954545454537,0.08035714285714285,0.4681818181818182
40,11,inf,7.580684563195291,1.5055664702030125,0.6642018268812527,3.0991538652461554,3.105048397084788,0.616680026195154,1.6215864914093079,0.04213053918358437,0.6362186457880238
41,12,inf,17.642719782396416,2.9400510204081636,0.34013015184381773,3.2019171504457966,3.193332280613752,0.5321492346938778,1.8791721096343517,0.16167091836734696,0.2851409978308026
