,community,viewpoint,alpha,rho,beta,gamma,normalized_alpha,normalized_rho,normalized_beta,rho_hat,beta_hat
11,10,0.0,49.2618108417726,4.864152467894794,0.20558566093484323,10.553837430328482,10.088818860395035,0.996178425424856,1.003836235033412,0.32201270565789947,0.13938446601274682
12,11,0.0,25.26300221203881,2.4444051687718344,0.40909748219131753,9.901385814513338,10.347725706051085,1.0012283571289413,0.9987731498811483,0.12036709739765288,0.3598556057072606
13,12,0.0,58.96137795424023,5.445749947961549,0.1836294375532831,11.255753798042736,10.672009409717507,0.9856807405810383,1.014527279299909,0.3704791623301291,0.11559855734939002
14,metacommunity,1.0,37.62428097725446,4.939351474146057,0.2024557282943478,7.617251206801257,7.547614915043551,0.9908580812333534,1.009226264527476,0.3006146943091012,
15,0,1.0,6452.674897119343,1249.265219113401,0.0008004705363603227,5.165176135855909,1.2905349794238685,0.24985304382268023,4.002352681801613,104.02210159278341,-0.08246615691894298
16,1,1.0,9534.625892455922,1044.1879240543483,0.0009576820196475971,9.131139781271463,3.8138503569823694,0.4176751696217392,2.3942050491189937,86.93232700452903,-0.0822958444787151
17,2,1.0,6288.603985242411,786.7017639381944,0.0012711297290018062,7.993631479560863,5.03088318819393,0.6293614111505554,1.588912161252258,65.47514699484954,-0.08195627612691471
18,3,1.0,3112.388101827159,324.1003939264941,0.003085463698099669,9.60316050258504,4.9798209629234576,0.5185606302823907,1.9284148113122925,26.925032827207843,-0.07999074766039203
19,4,1.0,2432.1028839390638,265.7601409002848,0.0037627915029410206,9.151496065964263,7.7827292286050085,0.8504324508809111,1.1758723446690693,22.063345075023733,-0.07925697587181389
20,5,1.0,1237.8474758951572,141.8711101934436,0.007048651403633083,8.725155348452063,7.922223845729008,0.9079751052380413,1.1013517818176666,11.739259182786967,-0.07569729431273083
21,6,1.0,601.7515754629624,76.28576203722555,0.013108606026797306,7.888124328748572,7.702420165925926,0.9764577540764884,1.0241098458435383,6.273813503102129,-0.06913234347096958
22,7,1.0,268.9616042499506,36.84847590909948,0.027138164478413527,7.299124254513127,6.885417068798743,0.9433209832729464,1.0600845499380285,2.9873729924249566,-0.05393365514838535
23,8,1.0,149.27572077508324,19.45968676630851,0.05138828861990461,7.6710238231342665,7.642916903684283,0.9963359624349983,1.0036775121075092,1.5383072305257093,-0.027662687328436675
24,9,1.0,73.39544068579762,9.684012041299546,0.1032629860160526,7.579032365179514,7.515693126225713,0.9916428330290794,1.0084275978130077,0.7236676701082955,0.028534901517390316
25,10,1.0,37.26269155089831,4.861389962122075,0.20570248587165055,7.66502828228829,7.631399229623929,0.9956126642426086,1.004406669295161,0.3217824968435063,0.13951102636095478
26,11,1.0,18.625587875127238,2.443871323838394,0.4091868463963887,7.621345564902241,7.6290407936521945,1.0010096942441964,0.9989913242099431,0.12032261031986617,0.3599524169294211
27,12,1.0,40.886074568692365,5.444056779905463,0.18368654854796818,7.510221921197945,7.4003794969333105,0.9853742771628834,1.0148428096572881,0.3703380649921219,0.1156604275936322
28,metacommunity,inf,7.77132108479627,2.1160979192559766,0.0011305206314802109,3.1115681708353504,1.2905349794238683,0.007934693877551021,1.153730282414531,0.09300815993799805,-0.08210860264922977
29,0,inf,6452.674897119342,884.5482091650837,0.0011305206314802109,3.657227649574737,1.2905349794238683,0.17690964183301677,5.652603157401053,73.62901743042364,-0.08210860264922977
30,1,inf,9090.90909090909,610.6174463527925,0.001637686584248424,5.654707656688203,3.6363636363636362,0.244246978541117,4.09421646062106,50.80145386273271,-0.08155917286706421
31,2,inf,5215.316441313487,476.5599553462248,0.0020983718602069525,4.082141912053433,4.17225315305079,0.3812479642769799,2.6229648252586903,39.62999627885207,-0.08106009715144247
32,3,inf,2218.4660232532374,4.959183673469388,0.2016460905349794,3.799465200449072,3.5495456372051826,0.007934693877551021,126.02880658436213,0.3299319727891157,0.13511659807956103
33,4,inf,1450.7645612400815,139.0851306865685,0.0071898411790223835,4.010994093144087,4.6424465959682655,0.44507241819701915,2.246825368444495,11.507094223880708,-0.07554433872272574
34,5,inf,517.0872627543865,40.31722502894497,0.024803294355751654,3.3667626240559487,3.309358481628076,0.2580302401852478,3.875514743086196,3.2764354190787475,-0.056463097781269046
35,6,inf,271.7587763616974,40.79386555736047,0.02451348962245058,3.4786276176096673,3.4785123374297275,0.5221614791342141,1.9151163767539514,3.3161554631133723,-0.05677705290901187
36,7,inf,127.84353388202268,3.948979591836735,0.2532299741602067,3.3859374537718274,3.272794467379779,0.10109387755102044,9.891795865633073,0.24574829931972794,0.19099913867355725
37,8,inf,64.84406019183022,16.593556796920915,0.060264355149316697,3.1701254936552172,3.320015881821705,0.8495901080023514,1.177038186510091,1.2994630664100761,-0.01804694858824024
38,9,inf,30.414990301392237,4.9375,0.20253164556962025,3.1378481392596718,3.114495006862564,0.5056000000000003,1.9778481012658218,0.328125,0.13607594936708858
39,10,inf,15.109023331051134,2.9994843766367714,0.33339063466677193,3.1336383001843444,3.0943279781992707,0.6142944003352109,1.6278839583338471,0.1666236980530643,0.2778398542223363
40,11,inf,7.77132108479627,2.1160979192559766,0.472567923676992,3.1465576174873773,3.183133116332549,0.8667537077272482,1.153730282414531,0.09300815993799805,0.4286152506500747
41,12,inf,16.810936496334996,3.9719387755102042,0.25176621708413616,3.1115681708353504,3.042779505836635,0.7189209183673473,1.3909735750504753,0.24766156462585034,0.1894134018411475
